order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDJ03674,2018-02-12,09:21:07,Breakfast,TP,"[('Pancake', 10), ('Eggs', 9), ('Cereal', 1), ('Coffee', 4)]",491.5,-37.815865,144.9731491,0,8.27,10.5080689
ORDK06193,2018-11-03,18:08:27,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 8)]",538.0,-37.8144849,144.9999191,0,4.487,13.4873362
ORDB09457,2018-09-08,16:16:54,Dinner,,"[('Fish&Chips', 8), ('Salmon', 5), ('Shrimp', 7), ('Pasta', 4)]",973.0,-37.8228089,144.9554073,0,,13.9381868
ORDK03565,2018-04-30,11:53:14,Breakfast,BK,"[('Coffee', 8), ('Pancake', 1)]",84.25,-37.8157316,144.963445,0,7.914,
ORDI05416,2018-01-29,08:50:42,Breakfast,NS,"[('Pancake', 5), ('Eggs', 8), ('Coffee', 7), ('Cereal', 9)]",538.75,-37.8249499,144.9333453,0,11.259,15.9452522
ORDZ07235,2018-09-27,16:57:27,Dinner,NS,"[('Salmon', 7), ('Shrimp', 4), ('Fish&Chips', 1), ('Pasta', 4)]",648.0,-37.7997769,144.9655272,0,6.65,12.3141321
ORDY09687,2018-01-25,08:40:33,Breakfast,TP,"[('Eggs', 7), ('Pancake', 3), ('Cereal', 8), ('Coffee', 6)]",439.75,-37.822551,144.9938715,0,9.838,12.927285
ORDK10126,2018-03-09,10:11:49,Breakfast,BK,"[('Cereal', 1), ('Eggs', 7), ('Coffee', 4)]",205.0,-37.8073965,144.9628432,0,7.455,12.2111413
ORDI10656,2018-08-20,15:36:20,Lunch,NS,"[('Salad', 2), ('Burger', 2), ('Steak', 9), ('Chicken', 8), ('Fries', 10)]",877.4,-37.8083307,144.9409115,0,10.064,15.913177
ORDA00132,2018-11-14,18:28:43,Dinner,,"[('Shrimp', 9), ('Fish&Chips', 5), ('Salmon', 5)]",866.0,-37.819873,144.9850654,0,,12.7629371
ORDA07830,2018-10-27,17:58:18,Dinner,BK,"[('Shrimp', 3), ('Pasta', 6), ('Salmon', 9), ('Fish&Chips', 7)]",941.0,-37.8186188,144.9991809,0,4.953,14.2640376
ORDI08338,2018-01-08,08:10:08,Breakfast,NS,"[('Pancake', 6), ('Cereal', 8), ('Coffee', 10), ('Eggs', 9)]",586.5,-37.8160828,144.9389907,1,9.908,7.8320722
ORDA08172,2018-06-09,13:14:21,Lunch,,"[('Chicken', 5), ('Salad', 5), ('Burger', 9)]",525.0,-37.8200867,144.9584,0,8.27,16.4898999
ORDZ06213,2018-10-17,17:38:01,Dinner,NS,"[('Salmon', 9), ('Pasta', 2)]",424.0,-37.8019411,144.9487068,0,8.254,14.0403316
ORDX05870,2018-04-18,11:32:57,Breakfast,BK,"[('Eggs', 10), ('Cereal', 8), ('Coffee', 1), ('Pancake', 9)]",613.75,-37.8161425,144.9724102,0,6.967,
ORDB09947,2018-03-05,10:01:41,Breakfast,TP,"[('Coffee', 4), ('Eggs', 8), ('Cereal', 2), ('Pancake', 4)]",345.0,-37.8134871,145.0123681,0,12.411,
ORDY04452,2018-11-02,18:08:27,Dinner,,"[('Pasta', 3), ('Salmon', 6)]",328.5,-37.8105378,144.9451673,0,9.816,13.6556351
ORDA04888,2018-06-24,13:44:47,Lunch,BK,"[('Steak', 4), ('Fries', 6), ('Chicken', 7), ('Burger', 9)]",755.0,-37.8258144,144.9829053,0,7.007,14.8923907
ORDA10906,2018-07-06,14:05:04,Lunch,,"[('Steak', 5), ('Chicken', 1), ('Fries', 2), ('Burger', 6)]",467.0,-37.81322,144.9390609,0,10.337,15.8070487
ORDY10165,2018-09-13,16:27:02,Dinner,TP,"[('Fish&Chips', 2), ('Salmon', 8)]",398.0,-37.8090207,144.9289276,0,11.175,15.2495037
ORDA00655,2018-06-28,13:54:55,Lunch,BK,"[('Salad', 8), ('Fries', 3), ('Chicken', 2)]",237.6,-37.8121539,144.9488077,0,8.816,
ORDY08122,2018-07-17,14:25:21,Lunch,TP,"[('Fries', 6), ('Burger', 3)]",165.0,-37.8192943,144.9458405,0,9.242,12.2784973
ORDZ11079,2018-09-29,16:57:27,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 10), ('Shrimp', 2), ('Salmon', 10)]",1060.5,-37.8176464,144.9959437,0,9.813,17.8500882
ORDI10812,2018-07-02,13:54:55,Lunch,,"[('Burger', 6), ('Chicken', 5), ('Salad', 3), ('Steak', 6)]",667.6,-37.8027244,144.9468366,0,,14.3035582
ORDZ06725,2018-01-15,08:20:16,Breakfast,,"[('Cereal', 4), ('Coffee', 1), ('Pancake', 5)]",212.75,-37.8180705,144.94879,1,,7.3440626
ORDX05969,2018-01-24,08:40:33,Breakfast,BK,"[('Eggs', 10), ('Cereal', 9), ('Pancake', 10), ('Coffee', 6)]",696.5,-37.8045023,144.9205482,0,11.607,16.6091582
ORDB07088,2018-03-30,10:52:23,Breakfast,TP,"[('Eggs', 9), ('Coffee', 1)]",205.5,-37.8010955,144.9567447,0,9.616,11.8803501
ORDI10402,2018-12-21,19:39:43,Dinner,NS,"[('Fish&Chips', 6), ('Salmon', 4)]",374.0,-37.8149802,144.9327877,0,9.171,
ORDJ04462,2018-10-31,17:58:18,Dinner,TP,"[('Salmon', 3), ('Pasta', 10), ('Fish&Chips', 8)]",678.0,-37.8207747,144.9623002,0,7.343,11.8921924
ORDB08886,2018-11-08,18:18:35,Dinner,TP,"[('Shrimp', 10), ('Salmon', 9)]",909.0,-37.8109075,144.9888918,0,9.941,13.8722667
ORDB03012,2018-07-05,14:05:04,Lunch,TP,"[('Burger', 9), ('Fries', 3), ('Steak', 1), ('Chicken', 3), ('Salad', 4)]",524.8,-37.8002715,144.9599632,0,9.696,12.6402673
ORDI01605,2018-02-14,09:21:07,Breakfast,NS,"[('Cereal', 9), ('Coffee', 4), ('Eggs', 1)]",241.0,-37.8077231,145.0011106,0,9.479,14.7635035
ORDA08262,2018-03-01,09:51:32,Breakfast,BK,"[('Eggs', 3), ('Pancake', 2), ('Cereal', 3), ('Coffee', 4)]",207.5,-37.8237007,144.9868771,0,6.472,10.8947491
ORDX05815,2018-05-22,12:33:48,Lunch,BK,"[('Salad', 10), ('Fries', 8), ('Steak', 1)]",313.0,-37.8175757,144.9671415,0,7.449,
ORDA10035,2018-01-24,08:40:33,Breakfast,BK,"[('Pancake', 4), ('Eggs', 8), ('Cereal', 3)]",336.0,-37.8065078,145.001584,0,4.401,9.2684002
ORDI07588,2018-08-02,15:05:54,Lunch,NS,"[('Chicken', 9), ('Steak', 3), ('Burger', 6), ('Fries', 7), ('Salad', 1)]",710.2,-37.799561,144.9636652,0,6.832,
ORDA10831,2018-05-14,12:23:39,Lunch,BK,"[('Burger', 10), ('Chicken', 5), ('Fries', 8), ('Steak', 1), ('Salad', 6)]",714.2,-37.8022688,144.9806786,0,6.651,
ORDY03510,2018-04-05,11:02:32,Breakfast,TP,"[('Coffee', 7), ('Eggs', 8)]",228.5,-37.8179051,144.9514231,0,8.764,11.330327
ORDY10310,2018-05-26,12:43:56,Lunch,TP,"[('Fries', 7), ('Salad', 9), ('Burger', 9), ('Steak', 10)]",967.8,-37.8060353,144.9800565,0,9.767,14.5613899
ORDX06456,2018-09-25,16:47:19,Dinner,BK,"[('Salmon', 5), ('Pasta', 5), ('Shrimp', 1)]",396.5,-37.8197258,144.9696551,0,7.811,14.3191329
ORDC02114,2018-06-15,13:24:30,Lunch,NS,"[('Burger', 2), ('Steak', 3), ('Chicken', 5)]",357.0,-37.8187334,145.015963,0,11.866,17.4820435
ORDK05856,2018-08-23,15:46:28,Lunch,BK,"[('Steak', 6), ('Chicken', 7), ('Salad', 7), ('Fries', 5)]",674.4,-37.8016955,144.9635752,0,7.863,14.0300781
ORDC05287,2018-06-20,13:34:38,Lunch,,"[('Chicken', 6), ('Steak', 5), ('Fries', 6), ('Burger', 1), ('Salad', 9)]",674.8,-37.8209749,144.957758,0,9.265,15.0305326
ORDJ06472,2018-08-29,15:56:37,Lunch,TP,"[('Salad', 5), ('Fries', 3)]",122.0,-37.8151896,144.9363179,0,10.629,13.5648308
ORDZ04087,2018-11-09,18:18:35,Dinner,NS,"[('Fish&Chips', 10), ('Salmon', 1), ('Pasta', 7)]",583.5,-37.8147184,144.950696,0,8.917,14.8608782
ORDJ06376,2018-01-23,08:40:33,Breakfast,TP,"[('Pancake', 4), ('Eggs', 6), ('Cereal', 7)]",376.0,-37.8073876,144.9322708,0,10.904,13.1976818
ORDY08351,2018-01-25,08:40:33,Breakfast,TP,"[('Coffee', 5), ('Eggs', 4), ('Pancake', 8)]",319.5,-37.8097289,144.9611666,0,8.557,11.1830349
ORDZ02526,2018-04-08,11:12:40,Breakfast,NS,"[('Eggs', 2), ('Cereal', 7), ('Pancake', 5), ('Coffee', 4)]",342.25,-37.8138099,144.9497383,0,10.497,17.5043962
ORDI04134,2018-03-10,10:11:49,Breakfast,NS,"[('Eggs', 5), ('Pancake', 4), ('Coffee', 4), ('Cereal', 4)]",321.0,-37.8138985,144.9617555,0,8.237,
ORDI01421,2018-12-13,19:29:34,Dinner,NS,"[('Pasta', 3), ('Salmon', 3), ('Shrimp', 4)]",421.5,-37.8161657,144.9752775,0,10.768,16.9174693
ORDK03784,2018-09-10,16:16:54,Dinner,BK,"[('Fish&Chips', 3), ('Salmon', 5)]",310.0,-37.8112877,144.9608894,0,7.76,14.9830056
ORDI00455,2018-07-04,14:05:04,Lunch,NS,"[('Fries', 5), ('Salad', 4), ('Chicken', 4), ('Steak', 3)]",391.8,-37.8236612,144.9369122,0,10.844,16.5618403
ORDB04635,2018-09-15,16:27:02,Dinner,TP,"[('Pasta', 3), ('Shrimp', 2), ('Salmon', 9)]",559.5,-37.824903,144.9923348,0,9.761,15.2621383
ORDK06043,2018-05-08,12:13:31,Lunch,BK,"[('Chicken', 1), ('Burger', 1), ('Steak', 8), ('Salad', 9)]",577.8,-37.8010769,144.9697417,0,7.5,12.7337373
ORDY10021,2018-04-27,11:43:05,Breakfast,TP,"[('Eggs', 2), ('Cereal', 9), ('Coffee', 9), ('Pancake', 9)]",518.75,-37.8116581,145.0045714,0,11.455,13.4762899
ORDK09114,2018-07-31,14:55:46,Lunch,BK,"[('Burger', 10), ('Chicken', 1), ('Steak', 8), ('Salad', 9)]",856.8,-37.8009255,144.9683292,0,7.627,13.5698061
ORDB03256,2018-07-28,14:55:46,Lunch,TP,"[('Fries', 6), ('Steak', 9)]",477.0,-37.8099713,144.9583438,0,8.816,13.4736501
ORDA01175,2018-09-08,16:16:54,Dinner,BK,"[('Pasta', 2), ('Shrimp', 1), ('Salmon', 6)]",355.0,-37.8209583,144.97668,0,7.261,
ORDI02342,2018-02-20,09:31:16,Breakfast,NS,"[('Pancake', 10), ('Eggs', 4), ('Coffee', 10)]",405.5,-37.802431,144.9544456,0,7.793,12.4627346
ORDB01828,2018-01-20,08:30:25,Breakfast,TP,"[('Cereal', 5), ('Eggs', 2), ('Pancake', 2), ('Coffee', 5)]",235.0,-37.8063982,144.9590658,0,9.0,13.198769
ORDX06888,2018-07-09,14:15:12,Lunch,BK,"[('Chicken', 8), ('Salad', 5), ('Steak', 2), ('Burger', 10)]",742.0,-37.8181049,144.9495904,0,9.226,15.4317144
ORDA09453,2018-03-26,10:42:15,Breakfast,BK,"[('Coffee', 10), ('Cereal', 7), ('Eggs', 9)]",420.0,-37.8055759,144.9735968,0,6.771,11.9463232
ORDA11042,2018-06-03,13:04:13,Lunch,BK,"[('Fries', 3), ('Steak', 6), ('Salad', 3), ('Burger', 10)]",667.6,-37.8164041,144.9709417,0,7.085,15.5398749
ORDI03690,2018-08-26,15:46:28,Lunch,NS,"[('Burger', 9), ('Salad', 1), ('Chicken', 4), ('Steak', 6)]",694.2,-37.8118563,144.9667764,0,7.58,15.1758179
ORDZ04075,2018-11-25,18:49:00,Dinner,NS,"[('Fish&Chips', 4), ('Salmon', 6)]",386.0,-37.8058503,144.9593619,0,7.667,15.5546888
ORDA06429,2018-03-01,09:51:32,Breakfast,,"[('Pancake', 5), ('Eggs', 8), ('Coffee', 10)]",372.25,-37.8209077,144.9681241,0,7.893,12.5252316
ORDZ08503,2018-10-25,17:48:10,Dinner,,"[('Pasta', 10), ('Salmon', 9), ('Shrimp', 10), ('Fish&Chips', 8)]",1464.0,-37.8205146,144.9661206,0,,14.8454366
ORDX01232,2018-12-04,19:09:17,Dinner,,"[('Pasta', 7), ('Salmon', 4)]",356.5,-37.8106776,145.0006474,0,,10.7255303
ORDC02737,2018-05-08,12:13:31,Lunch,NS,"[('Salad', 8), ('Chicken', 6)]",329.6,-37.8038792,144.9573927,0,7.62,13.2021313
ORDB05510,2018-09-25,16:47:19,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 8)]",503.0,-37.8210696,144.947463,0,8.978,13.2585338
ORDJ02764,2018-04-28,11:53:14,Breakfast,TP,"[('Pancake', 10), ('Eggs', 2), ('Cereal', 7), ('Coffee', 2)]",448.5,-37.8001034,144.9610721,0,9.696,13.9677904
ORDA08058,2018-09-11,16:16:54,Dinner,BK,"[('Pasta', 4), ('Fish&Chips', 3)]",215.0,-37.8080847,144.9685775,0,6.936,13.6561436
ORDK00069,2018-02-04,09:00:50,Breakfast,BK,"[('Pancake', 1), ('Cereal', 5), ('Coffee', 10)]",204.25,-37.8225799,144.9610311,0,8.348,16.0990439
ORDA08051,2018-07-06,14:05:04,Lunch,,"[('Fries', 5), ('Chicken', 5), ('Burger', 5), ('Steak', 1)]",420.0,-37.8211507,144.9982666,0,5.231,11.0172248
ORDK05460,2018-06-16,13:24:30,Lunch,BK,"[('Salad', 6), ('Steak', 1)]",148.2,-37.8140584,144.9538733,0,8.486,16.8283918
ORDZ05783,2018-11-16,18:38:52,Dinner,NS,"[('Fish&Chips', 3), ('Pasta', 4)]",215.0,-37.821333,144.9834794,0,9.134,15.1382396
ORDB01597,2018-08-04,15:05:54,Lunch,TP,"[('Burger', 9), ('Salad', 7), ('Chicken', 7)]",623.4,-37.803321,144.9498863,0,9.944,14.8369775
ORDZ08635,2018-06-20,13:34:38,Lunch,NS,"[('Salad', 9), ('Chicken', 8)]",410.8,-37.8246042,144.9583415,0,9.869,15.132579
ORDY07017,2018-06-06,13:04:13,Lunch,TP,"[('Fries', 10), ('Steak', 8), ('Salad', 9)]",634.8,-37.7998978,144.990086,0,11.169,14.2707019
ORDA03634,2018-05-31,12:54:05,Lunch,BK,"[('Chicken', 4), ('Salad', 9), ('Burger', 1)]",313.8,-37.8146003,144.973364,0,6.85,12.9527662
ORDJ02723,2018-05-19,12:33:48,Lunch,TP,"[('Fries', 1), ('Salad', 1), ('Steak', 10), ('Burger', 4), ('Chicken', 8)]",859.2,-37.8026086,144.957187,0,9.591,14.490881
ORDC11102,2018-09-18,16:37:10,Dinner,NS,"[('Fish&Chips', 6), ('Pasta', 5), ('Salmon', 3), ('Shrimp', 1)]",524.5,-37.8059423,144.9559555,0,7.96,13.5787762
ORDZ01329,2018-04-10,11:12:40,Breakfast,NS,"[('Eggs', 2), ('Pancake', 2), ('Cereal', 10), ('Coffee', 8)]",362.5,-37.8136295,145.0128635,0,10.801,16.1820257
ORDI00240,2018-12-25,19:49:51,Dinner,NS,"[('Salmon', 8), ('Pasta', 6)]",493.0,-37.8056468,144.9682151,0,6.744,12.4643417
ORDA03315,2018-01-02,08:00:00,Breakfast,BK,"[('Coffee', 7), ('Pancake', 2)]",101.0,-37.8140496,144.9447405,1,9.252,7.4546572
ORDC04676,2018-02-05,09:00:50,Breakfast,NS,"[('Eggs', 6), ('Coffee', 8), ('Pancake', 5), ('Cereal', 4)]",397.25,-37.8197914,145.0108614,0,11.098,15.9385508
ORDB06066,2018-10-28,17:58:18,Dinner,,"[('Shrimp', 4), ('Salmon', 10), ('Pasta', 7), ('Fish&Chips', 9)]",1133.5,-37.8096634,144.9475724,0,,15.2041023
ORDK08783,2018-05-22,12:33:48,Lunch,BK,"[('Salad', 6), ('Chicken', 1), ('Burger', 2), ('Steak', 7), ('Fries', 10)]",632.2,-37.8235896,144.95587,0,8.778,15.1143325
ORDI09259,2018-09-24,16:47:19,Dinner,NS,"[('Salmon', 10), ('Shrimp', 1), ('Fish&Chips', 7), ('Pasta', 9)]",956.5,-37.8151345,144.9751843,0,7.915,13.8287028
ORDC08643,2018-07-24,14:45:38,Lunch,NS,"[('Salad', 2), ('Chicken', 5), ('Steak', 4), ('Burger', 4)]",498.4,-37.8002642,144.9635872,0,6.727,11.7890592
ORDC01016,2018-03-27,10:42:15,Breakfast,,"[('Pancake', 6), ('Coffee', 5)]",183.0,-37.8124859,144.953851,0,8.35,12.7745155
ORDA07296,2018-11-15,18:28:43,Dinner,BK,"[('Pasta', 9), ('Shrimp', 8), ('Salmon', 8), ('Fish&Chips', 7)]",1252.5,-37.8212735,144.9835621,0,6.486,13.4287518
ORDC08394,2018-08-21,15:36:20,Lunch,NS,"[('Steak', 2), ('Burger', 9), ('Fries', 8)]",465.0,-37.8099904,144.939743,0,10.381,15.3994716
ORDI06685,2018-07-25,14:45:38,Lunch,NS,"[('Burger', 3), ('Steak', 1), ('Fries', 6), ('Chicken', 10)]",530.0,-37.7396359,144.8463361,0,17.096,22.9228364
ORDA07970,2018-06-25,13:44:47,Lunch,BK,"[('Fries', 10), ('Steak', 8), ('Chicken', 5)]",640.0,-37.8242064,144.9840935,0,6.91,12.7539937
ORDY02222,2018-02-08,09:10:59,Breakfast,,"[('Eggs', 6), ('Cereal', 1), ('Pancake', 9), ('Coffee', 2)]",386.25,-37.8063227,144.9594192,0,8.974,12.0637814
ORDA10604,2018-12-19,19:39:43,Dinner,BK,"[('Shrimp', 2), ('Pasta', 9)]",355.5,-37.8147958,144.9270579,0,11.914,18.6227837
ORDA06824,2018-02-07,09:10:59,Breakfast,BK,"[('Pancake', 3), ('Eggs', 10), ('Coffee', 6)]",337.75,-37.8159167,144.9724358,0,6.94,11.5361143
ORDJ04986,2018-05-09,12:13:31,Lunch,TP,"[('Burger', 9), ('Steak', 4), ('Salad', 4), ('Chicken', 10)]",847.8,-37.8169311,144.9881284,0,9.56,12.5131662
ORDA03300,2018-11-28,18:59:09,Dinner,,"[('Fish&Chips', 4), ('Salmon', 2), ('Shrimp', 10), ('Pasta', 2)]",817.0,-37.820086,144.9661085,0,,14.8612142
ORDZ10541,2018-12-25,19:49:51,Dinner,NS,"[('Salmon', 2), ('Fish&Chips', 4), ('Shrimp', 7), ('Pasta', 5)]",737.5,-37.8251297,144.9567189,0,9.742,15.841512
ORDZ07910,2018-09-30,16:57:27,Dinner,NS,"[('Pasta', 5), ('Fish&Chips', 4), ('Shrimp', 3)]",439.5,-37.8148791,144.9418491,0,9.56,17.4760329
ORDI10428,2018-10-19,17:38:01,Dinner,NS,"[('Fish&Chips', 2), ('Shrimp', 2), ('Pasta', 2)]",233.0,-37.8129627,144.9904174,0,8.978,14.8189982
ORDJ02915,2018-06-24,13:44:47,Lunch,TP,"[('Steak', 3), ('Fries', 3)]",171.0,-37.8106759,144.9462069,0,9.706,14.27015
ORDK11089,2018-07-17,14:35:29,Lunch,BK,"[('Salad', 2), ('Chicken', 8), ('Burger', 6), ('Steak', 9)]",881.4,-37.7939847,144.9469908,0,9.905,15.5694302
ORDA02676,2018-03-08,10:11:49,Breakfast,BK,"[('Pancake', 6), ('Cereal', 9), ('Eggs', 9), ('Coffee', 6)]",577.5,-37.8080773,144.9729993,0,6.54,11.5582751
ORDC00434,2018-01-07,08:10:08,Breakfast,NS,"[('Cereal', 6), ('Pancake', 2), ('Eggs', 3)]",240.5,-37.8138332,144.9376909,1,10.029,
ORDI02192,2018-09-09,16:16:54,Dinner,NS,"[('Salmon', 6), ('Pasta', 5)]",383.5,-37.8105621,144.9424712,0,10.63,19.3382207
ORDZ10952,2018-02-15,09:31:16,Breakfast,NS,"[('Cereal', 9), ('Eggs', 4), ('Pancake', 9)]",495.25,-37.805421,144.943106,0,9.112,14.4756202
ORDY02760,2018-06-28,13:54:55,Lunch,TP,"[('Chicken', 2), ('Fries', 6), ('Salad', 10)]",308.0,-37.820376,145.0020671,0,10.852,14.652208
ORDC08922,2018-04-21,11:32:57,Breakfast,NS,"[('Eggs', 9), ('Pancake', 4)]",295.0,-37.8187788,144.9535299,0,9.212,16.3140414
ORDK10605,2018-04-19,11:32:57,Breakfast,BK,"[('Eggs', 1), ('Cereal', 5), ('Pancake', 5), ('Coffee', 7)]",300.75,-37.8152337,144.9748081,0,6.714,
ORDA06717,2018-11-10,18:18:35,Dinner,,"[('Shrimp', 2), ('Fish&Chips', 8)]",388.0,-37.8166574,144.9712319,0,,17.161144
ORDY03388,2018-07-28,14:55:46,Lunch,,"[('Fries', 8), ('Chicken', 8), ('Salad', 9), ('Burger', 6)]",692.8,-37.8238129,144.9837011,0,8.754,13.5280893
ORDZ07567,2018-10-25,17:48:10,Dinner,NS,"[('Shrimp', 8), ('Pasta', 8)]",652.0,-37.8056421,144.9712407,0,6.796,
ORDC00398,2018-11-26,18:49:00,Dinner,,"[('Salmon', 3), ('Fish&Chips', 8), ('Pasta', 2)]",458.0,-37.8090028,144.9838663,0,,14.1642345
ORDY04237,2018-01-17,08:30:25,Breakfast,TP,"[('Pancake', 4), ('Coffee', 8)]",157.0,-37.8062959,144.9282542,1,11.275,6.7080209
ORDJ01026,2018-08-14,15:26:11,Lunch,TP,"[('Fries', 6), ('Steak', 4), ('Salad', 10)]",424.0,-37.8118947,144.9724697,0,8.817,11.8606333
ORDA07604,2018-03-23,10:42:15,Breakfast,,"[('Cereal', 9), ('Pancake', 9), ('Eggs', 6), ('Coffee', 6)]",584.25,-37.8007361,144.9585612,0,,13.4534137
ORDZ03341,2018-09-14,16:27:02,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 2)]",262.5,-37.8138504,144.9573018,0,8.311,14.4049802
ORDJ04532,2018-10-15,17:27:53,Dinner,TP,"[('Salmon', 5), ('Fish&Chips', 5)]",380.0,-37.8137727,144.9907207,0,10.123,13.7631207
ORDC10364,2018-07-18,14:35:29,Lunch,,"[('Burger', 2), ('Salad', 10), ('Fries', 3), ('Chicken', 2)]",334.0,-37.8115712,144.9684629,0,,12.6940381
ORDA02761,2018-12-30,20:00:00,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 6)]",372.0,-37.8066897,144.9624533,0,7.482,16.6108467
ORDX06292,2018-04-23,11:43:05,Breakfast,BK,"[('Eggs', 5), ('Coffee', 8), ('Cereal', 8)]",338.0,-37.8221849,144.9515765,0,8.925,
ORDI01103,2018-02-09,09:10:59,Breakfast,NS,"[('Pancake', 10), ('Eggs', 2), ('Cereal', 3), ('Coffee', 3)]",372.0,-37.7993462,144.9592682,0,7.169,12.6752781
ORDJ04359,2018-10-02,17:07:36,Dinner,TP,"[('Fish&Chips', 1), ('Salmon', 5)]",240.0,-37.8123408,144.9851733,0,9.605,13.8086918
ORDI02169,2018-10-24,17:48:10,Dinner,NS,"[('Shrimp', 10), ('Pasta', 9), ('Salmon', 4), ('Fish&Chips', 3)]",1056.5,-37.8052334,144.9714158,0,6.77,12.9837559
ORDC04524,2018-03-17,10:21:58,Breakfast,NS,"[('Coffee', 7), ('Cereal', 5), ('Pancake', 8), ('Eggs', 5)]",461.5,-37.8078225,144.9713961,0,6.994,
ORDZ10973,2018-05-03,12:03:22,Lunch,NS,"[('Steak', 3), ('Fries', 5), ('Burger', 6), ('Salad', 1), ('Chicken', 5)]",558.2,-37.8134213,144.9602584,0,8.115,13.8107459
ORDB01067,2018-10-16,17:27:53,Dinner,TP,"[('Salmon', 5), ('Pasta', 5), ('Shrimp', 5), ('Fish&Chips', 7)]",857.5,-37.8204275,144.9910395,0,9.727,13.8956671
ORDI00491,2018-09-26,16:47:19,Dinner,NS,"[('Salmon', 2), ('Fish&Chips', 10)]",432.0,-37.8156652,144.9740386,0,8.042,13.6996227
ORDA03736,2018-10-16,17:27:53,Dinner,BK,"[('Pasta', 8), ('Fish&Chips', 6), ('Salmon', 5), ('Shrimp', 8)]",1067.0,-37.8217934,144.9907543,0,5.945,12.7727298
ORDZ10882,2018-02-25,09:41:24,Breakfast,NS,"[('Eggs', 3), ('Cereal', 2), ('Pancake', 2), ('Coffee', 1)]",164.0,-37.8164124,144.9558028,0,8.736,15.4568835
ORDB02730,2018-04-08,11:12:40,Breakfast,TP,"[('Cereal', 9), ('Coffee', 3)]",211.5,-37.8123458,144.9657878,0,8.38,13.1191559
ORDA01321,2018-05-22,12:33:48,Lunch,BK,"[('Steak', 8), ('Burger', 8), ('Salad', 3), ('Fries', 3), ('Chicken', 10)]",1015.6,-37.8048146,144.940066,0,9.962,15.845119
ORDY03202,2018-12-29,20:00:00,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 10), ('Shrimp', 9)]",866.0,-37.8202067,144.9506248,0,8.735,14.6906494
ORDI07361,2018-03-05,10:01:41,Breakfast,NS,"[('Cereal', 7), ('Pancake', 7), ('Coffee', 2), ('Eggs', 4)]",419.75,-37.8025965,144.9651758,0,6.769,12.007527
