order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDJ10007,2018-01-19,08:30:25,Breakfast,TP,"[('Pancake', 10), ('Coffee', 9), ('Eggs', 8), ('Cereal', 5)]",591.0,-37.8220367,144.9797915,1,8.536,5.7514916
ORDC02401,2018-04-18,11:32:57,Breakfast,NS,"[('Cereal', 10), ('Eggs', 9), ('Coffee', 2)]",423.0,-37.8109307,144.9767106,0,6.687,12.3269512
ORDB03990,2018-03-02,10:01:41,Breakfast,TP,"[('Cereal', 1), ('Pancake', 3)]",93.75,-37.8213394,144.9927983,0,9.839,12.2473565
ORDI00398,2018-03-12,10:11:49,Breakfast,NS,"[('Coffee', 5), ('Eggs', 8), ('Cereal', 6), ('Pancake', 2)]",388.0,37.8063565,144.9829932,0,7.637,12.9201839
ORDX09672,2018-11-09,18:18:35,Dinner,BK,"[('Shrimp', 9), ('Salmon', 7), ('Pasta', 4)]",883.0,-37.8111128,144.9910169,0,5.03,12.0747284
ORDA00118,2018-08-28,15:56:37,Lunch,bk,"[('Salad', 5), ('Fries', 3), ('Chicken', 9), ('Steak', 4), ('Burger', 7)]",807.0,-37.8102862,144.9613285,0,7.621,13.4023074
ORDK07780,2018-11-13,18:28:43,Dinner,BK,"[('Pasta', 7), ('Shrimp', 1), ('Salmon', 6), ('Fish&Chips', 6)]",702.5,-37.8211473,144.9432881,0,9.716,16.3622583
ORDY06174,2018-12-13,19:29:34,Dinner,TP,"[('Fish&Chips', 10), ('Salmon', 7), ('Pasta', 10)]",912.0,-37.8233811,144.9879836,0,7.769,13.2149844
ORDI02240,2018-11-30,18:59:09,Dinner,TP,"[('Shrimp', 9), ('Fish&Chips', 2)]",556.0,-37.8026132,145.0024608,0,9.437,15.6198085
ORDX03904,2018-03-21,10:32:06,Breakfast,BK,"[('Eggs', 5), ('Coffee', 9)]",177.5,-37.8138969,144.9603552,0,7.93,12.7026231
ORDA08863,2018-08-20,15:36:20,Lunch,BK,"[('Fries', 9), ('Chicken', 5)]",268.0,-37.8130519,144.9739889,0,6.817,13.342724
ORDZ01027,04-04-2018,11:02:32,Breakfast,NS,"[('Cereal', 8), ('Pancake', 6)]",313.5,-37.816895,144.9820596,0,8.618,13.7503674
ORDZ06031,2018-01-22,08:40:33,Breakfast,NS,"[('Pancake', 7), ('Cereal', 2)]",211.75,-37.8214251,144.9540041,0,9.518,14.581942
ORDB04420,2018-03-01,09:51:32,Breakfast,TP,"[('Cereal', 4), ('Coffee', 7)]",136.5,-37.8232309,144.9378076,1,9.74,11.8926969
ORDJ00792,2018-05-02,11:53:14,Breakfast,TP,"[('Eggs', 9), ('Cereal', 2), ('Fish&Chips', 6)]",285.0,-37.8046901,144.9716922,0,9.792,12.1345383
ORDB08310,2018-04-14,11:22:49,Breakfast,TP,"[('Coffee', 4), ('Eggs', 9), ('Pancake', 7)]",397.75,-37.8183002,144.9968055,0,10.302,14.3385498
ORDX08897,2018-01-11,08:20:16,Breakfast,BK,"[('Coffee', 1), ('Salmon', 1), ('Eggs', 6)]",160.5,-37.8172114,144.9644553,1,7.71,6.4177384
ORDY03592,2018-10-12,17:27:53,Dinner,TP,"[('Pasta', 9), ('Salmon', 2), ('Fish&Chips', 9), ('Shrimp', 7)]",1022.5,-37.8188475,144.9825052,0,9.005,13.3865755
ORDK05124,2018-04-11,11:12:40,Breakfast,BK,"[('Coffee', 3), ('Eggs', 9)]",220.5,-37.826402,144.951862,0,9.264,14.5777898
ORDB04900,2018-06-28,13:54:55,Lunch,TP,"[('Burger', 10), ('Fries', 6)]",382.0,-37.8129206,144.9913125,0,10.115,13.0567256
ORDZ06859,2018-07-17,14:25:21,Lunch,NS,"[('Steak', 7), ('Fries', 1), ('Chicken', 6), ('Salad', 7)]",639.4,-37.8196604,144.9445767,0,9.798,15.1498471
ORDI03023,2018-04-22,11:32:57,Breakfast,NS,"[('Eggs', 6), ('Pancake', 9), ('Cereal', 7)]",497.25,-37.8219232,144.9968175,0,10.118,17.0509958
ORDK08329,2018-11-07,18:18:35,Dinner,BK,"[('Fish&Chips', 5), ('Eggs', 9), ('Salmon', 1), ('Pasta', 2)]",757.0,-37.8113503,144.9618189,0,7.675,14.6962923
ORDY00632,2018-03-20,10:32:06,Breakfast,TP,"[('Eggs', 1), ('Pancake', 9)]",240.25,-37.8100834,144.9582913,0,8.814,11.7052293
ORDB01125,2018-08-12,15:26:11,Dinner,TP,"[('Fries', 8), ('Salad', 5), ('Burger', 1), ('Steak', 6)]",483.0,-37.8163143,144.9893275,0,9.915,14.7856225
ORDJ07372,2018-13-05,12:23:39,Lunch,TP,"[('Fries', 7), ('Chicken', 5), ('Steak', 2), ('Burger', 4)]",458.0,-37.8042876,144.9602094,0,9.217,14.3710557
ORDI01593,2018-28-10,17:58:18,Dinner,NS,"[('Salmon', 6), ('Pasta', 8), ('Shrimp', 2), ('Fish&Chips', 1)]",609.0,-37.8069861,144.9758975,0,7.181,15.1500744
ORDA06135,2018-05-17,12:23:39,Breakfast,BK,"[('Fries', 8), ('Chicken', 10)]",416.0,-37.8029833,144.9579563,0,8.047,13.8925507
ORDA10444,2018-05-08,12:13:31,Lunch,bk,"[('Salad', 1), ('Steak', 5), ('Fries', 5)]",302.2,-37.8247028,144.9428722,0,9.886,15.4643526
ORDB10463,2018-03-27,10:42:15,Breakfast,TP,"[('Eggs', 4), ('Coffee', 7)]",76.0,-37.8077239,144.9733423,0,9.268,12.0347031
ORDJ06138,2018-11-15,18:28:43,Dinner,TP,"[('Pasta', 8), ('Shrimp', 7), ('Fish&Chips', 7)]",843.0,-37.8206353,144.984965,0,8.531,13.5912914
ORDJ00251,2018-12-11,19:19:26,Breakfast,TP,"[('Fish&Chips', 1), ('Shrimp', 1), ('Pasta', 8)]",309.0,-37.8225585,144.9501314,0,8.647,12.8321315
ORDX10950,2018-02-23,09:41:24,Breakfast,BK,"[('Eggs', 9), ('Cereal', 10), ('Coffee', 3), ('Pancake', 9)]",648.75,-37.805324,144.933267,0,10.387,15.5143943
ORDB07990,2018-10-21,17:38:01,Breakfast,TP,"[('Salmon', 8), ('Pasta', 10), ('Shrimp', 3)]",765.0,-37.8177144,144.9549266,0,8.411,13.7411552
ORDI06376,2018-07-25,14:45:38,Lunch,NS,"[('Steak', 2), ('Chicken', 4)]",218.0,-37.8185887,144.968064,0,8.422,13.8759008
ORDC01609,2018-10-22,17:48:10,Dinner,NS,"[('Fish&Chips', 5), ('Pasta', 2), ('Salmon', 3), ('Shrimp', 6)]",677.0,-37.8207339,144.9669253,1,8.825,14.8593242
ORDJ02585,2018-12-21,19:39:43,Dinner,TP,"[('Pasta', 6), ('Salmon', 3), ('Shrimp', 4), ('Fish&Chips', 7)]",749.0,-37.8142946,144.9328163,0,11.19,15.1891991
ORDY00005,2018-04-03,11:02:32,Breakfast,bk,"[('Cereal', 3), ('Coffee', 5), ('Pancake', 9), ('Eggs', 4)]",406.75,-37.8104294,144.9844312,0,9.589,11.7909805
ORDA05332,2018-05-23,12:43:56,Lunch,BK,"[('Salad', 1), ('Fries', 8), ('Cereal', 2), ('Steak', 7)]",492.2,-37.8140733,144.9883275,0,5.499,11.8152322
ORDB10016,2018-07-14,14:25:21,Lunch,TP,"[('Chicken', 5), ('Salad', 5)]",246.0,-37.8177512,145.0054342,0,11.189,15.1505985
ORDK04787,2018-02-07,09:10:59,Breakfast,BK,"[('Pasta', 10), ('Eggs', 2)]",119.0,-37.8244837,144.9890336,0,6.391,11.5910179
ORDI04133,2018-01-18,08:30:25,Breakfast,NS,"[('Eggs', 2), ('Pancake', 4), ('Cereal', 2), ('Coffee', 8)]",243.0,-37.824645,144.9445563,1,10.52,7.3353486
ORDK05501,2018-11-28,18:59:09,Dinner,BK,"[('Pasta', 9), ('Fish&Chips', 9), ('Salmon', 3), ('Shrimp', 9)]",1171.5,-37.8182528,144.9751372,0,7.241,13.902827
ORDX03673,2018-07-06,14:05:04,Lunch,BK,"[('Fries', 4), ('Steak', 5), ('Burger', 6)]",459.0,37.8108905,144.9886992,0,5.239,10.4106951
ORDC08763,2018-08-22,15:36:20,Lunch,BK,"[('Chicken', 1), ('Fries', 6), ('Steak', 4)]",284.0,-37.8076385,144.9620212,0,7.443,12.5612621
ORDB10488,05-07-2018,14:05:04,Lunch,TP,"[('Fries', 4), ('Steak', 7), ('Chicken', 5), ('Salad', 6)]",626.2,-37.8058115,144.9381702,0,10.783,14.1908634
ORDK08531,2018-03-24,10:42:15,Breakfast,tp,"[('Coffee', 1), ('Cereal', 3)]",70.5,-37.8200812,145.0162988,0,4.647,11.9245942
ORDB07552,2018-09-14,16:27:02,Dinner,TP,"[('Shrimp', 4), ('Salmon', 2)]",298.0,144.9545339,-37.7999943,0,9.867,13.9472834
ORDZ09728,2018-10-18,17:38:01,Dinner,NS,"[('Shrimp', 1), ('Salmon', 1), ('Pasta', 2)]",150.0,-37.802422,144.9486934,0,8.283,14.6601564
ORDY06784,2018-12-28,20:00:00,Dinner,TP,"[('Fish&Chips', 6), ('Salmon', 4)]",374.0,-37.8117127,144.9716148,0,8.771,13.3274752
ORDI02411,2018-10-26,17:48:10,Dinner,NS,"[('Shrimp', 4), ('Fish&Chips', 5), ('Salmon', 2), ('Pasta', 7)]",665.5,-37.8081053,144.9686808,0,6.947,12.9960719
ORDJ00058,2018-07-28,14:55:46,Lunch,tp,"[('Salad', 10), ('Burger', 1), ('Chicken', 3)]",299.0,-37.8050671,144.9881677,0,10.567,15.2422607
ORDC08575,2018-03-24,10:42:15,Breakfast,ns,"[('Eggs', 6), ('Cereal', 8)]",300.0,-37.8188962,144.9848401,0,8.958,15.9880199
ORDB10685,11-04-2018,11:12:40,Breakfast,TP,"[('Cereal', 7), ('Coffee', 6)]",192.0,-37.8028793,144.9679583,0,9.629,12.4043368
ORDJ04942,2018-09-25,16:47:19,Dinner,TP,"[('Shrimp', 6), ('Salmon', 9)]",693.0,-37.8142992,144.998194,0,10.809,14.6997715
ORDI01924,2018-10-29,17:58:18,Dinner,NS,"[('Fish&Chips', 4), ('Shrimp', 2), ('Pasta', 9)]",495.5,-37.8196913,144.9810772,0,8.814,14.9242594
ORDY09182,2018-07-08,14:15:12,Lunch,TP,"[('Fries', 5), ('Steak', 5)]",285.0,-37.8084236,144.9760374,0,8.948,14.3962902
ORDB07524,2018-06-22,13:34:38,Lunch,TP,"[('Salad', 9), ('Steak', 3), ('Fries', 4), ('Burger', 6), ('Chicken', 3)]",619.8,-37.8097225,144.9903011,0,10.188,13.2646684
ORDI03942,2018-06-22,13:34:38,Lunch,NS,"[('Burger', 5), ('Fries', 1), ('Steak', 5), ('Salad', 9)]",546.8,-37.8173094,144.9613234,0,8.754,14.0900438
ORDJ09768,2018-01-05,08:00:00,Breakfast,TP,"[('Coffee', 9), ('Eggs', 6), ('Fries', 6), ('Cereal', 2)]",387.0,-37.8135412,144.9426636,1,9.972,5.7618734
ORDX07192,2018-10-31,17:58:18,Dinner,BK,"[('Shrimp', 7), ('Fish&Chips', 4), ('Salmon', 9), ('Pasta', 1)]",914.5,-37.8134241,144.9444378,0,9.26,15.8787586
ORDJ07648,2018-11-08,18:18:35,Dinner,TP,"[('Shrimp', 1), ('Salmon', 4), ('Fish&Chips', 10), ('Pasta', 1)]",595.5,-37.8109075,144.9888918,0,9.941,14.0995813
ORDI08510,2018-02-22,09:41:24,Breakfast,NS,"[('Eggs', 2), ('Cereal', 2), ('Coffee', 4), ('Pancake', 8)]",693.0,-37.8081185,144.9567616,0,7.973,13.0930116
ORDX06057,2018-05-14,12:23:39,Lunch,BK,"[('Salad', 6), ('Steak', 3)]",238.2,-37.8022949,144.980198,0,6.697,12.9278199
ORDI08304,2018-11-04,18:08:27,Dinner,NS,"[('Salmon', 8), ('Pasta', 10), ('Shrimp', 2)]",711.0,-37.818868,144.9522176,0,9.311,17.8256966
ORDY07593,2018-03-11,10:11:49,Breakfast,NS,"[('Pancake', 6), ('Cereal', 5), ('Eggs', 4), ('Coffee', 3)]",361.0,-37.8046039,144.9631487,0,9.233,13.0837153
ORDK00273,2018-04-12,11:22:49,Breakfast,BK,"[('Pancake', 9), ('Cereal', 1)]",213.25,-37.8013481,144.9429151,0,9.453,14.7307603
ORDA09816,2018-05-11,12:13:31,Lunch,BK,"[('Steak', 3), ('Chicken', 7), ('Burger', 6)]",545.0,-37.8054408,145.0013645,0,4.482,10.4803156
ORDB04651,2018-05-06,12:03:22,Lunch,TP,"[('Steak', 3), ('Chicken', 2)]",199.0,37.8083424,144.9473806,0,9.762,14.3597833
ORDJ02414,2018-06-30,13:54:55,Lunch,TP,"[('Salad', 8), ('Fries', 3), ('Steak', 8), ('Chicken', 1), ('Burger', 7)]",782.6,-37.8045541,144.9277419,0,11.433,16.304988
ORDK10417,2018-09-12,16:27:02,Dinner,BK,"[('Pasta', 8), ('Fish&Chips', 1), ('Salmon', 9)]",624.0,-37.8093814,144.9317534,1,10.486,17.3521766
ORDY00480,2018-09-11,16:27:02,Dinner,TP,"[('Pasta', 9), ('Salmon', 3)]",370.5,37.8082448,144.968892,0,9.081,13.1553958
ORDA09842,2018-19-04,11:32:57,Breakfast,BK,"[('Eggs', 9), ('Pancake', 1)]",222.25,-37.8073248,144.9502664,0,8.705,13.5448015
ORDI00918,2018-07-30,14:55:46,Lunch,NS,"[('Chicken', 10), ('Fries', 1), ('Steak', 10), ('Salad', 4), ('Burger', 5)]",1005.8,-37.8121405,144.9738872,0,7.617,13.1624291
ORDB05520,2018-11-12,18:28:43,Breakfast,TP,"[('Pasta', 2), ('Shrimp', 1)]",109.0,-37.8162017,144.95857,0,8.109,12.154006
ORDJ00665,2018-02-14,09:21:07,Breakfast,TP,"[('Cereal', 3), ('Eggs', 10)]",283.0,-37.8114979,145.0097451,0,11.883,13.8175831
ORDJ02041,2018-08-14,15:26:11,Lunch,TP,"[('Salad', 3), ('Chicken', 2), ('Burger', 7)]",332.6,-37.824069,144.9643534,1,7.769,11.6922532
ORDJ03175,06-09-2018,16:16:54,Dinner,TP,"[('Shrimp', 9), ('Fish&Chips', 9), ('Salmon', 1), ('Pasta', 6)]",1007.0,-37.8111885,144.965811,0,8.531,12.3003371
ORDA10341,2018-09-21,16:37:10,Dinner,BK,"[('Pasta', 10), ('Pancake', 5), ('Shrimp', 9), ('Salmon', 8)]",1264.0,-37.8091018,144.9293206,0,10.699,17.6048864
ORDY06609,2018-03-27,10:42:15,Breakfast,TP,"[('Cereal', 9), ('Eggs', 10)]",409.0,-37.8124223,144.9539704,0,9.205,11.5315203
ORDA11102,2018-08-05,15:05:54,Lunch,BK,"[('Fries', 5), ('Steak', 1), ('Salad', 2), ('Chicken', 10)]",438.0,-37.8141123,144.9520479,0,8.596,16.6012181
ORDJ05449,2018-10-18,17:38:01,Dinner,TP,"[('Shrimp', 2), ('Salmon', 1), ('Pasta', 7), ('Fish&Chips', 10)]",691.5,-37.8237721,144.9825385,0,8.657,12.4705692
ORDX07523,2018-01-09,08:10:08,Breakfast,ns,"[('Coffee', 1), ('Pancake', 5), ('Eggs', 9), ('Cereal', 3)]",389.75,-37.8109951,144.9668493,1,7.23,6.2356593
ORDJ10666,2018-01-28,08:50:42,Breakfast,TP,"[('Pancake', 2), ('Cereal', 10), ('Eggs', 4)]",346.5,-37.8154488,144.9627673,0,9.192,12.058981
ORDI03105,2018-08-22,15:46:28,Lunch,NS,"[('Burger', 5), ('Steak', 8), ('Chicken', 2), ('Salad', 3), ('Fries', 5)]",690.6,-37.8186992,144.9554714,0,9.063,13.9710864
ORDZ06294,2018-24-03,10:42:15,Breakfast,NS,"[('Coffee', 10), ('Eggs', 8)]",251.0,-37.8123572,144.9540342,0,8.334,15.6510673
ORDJ09374,2018-11-13,18:28:43,Dinner,TP,"[('Salmon', 8), ('Pasta', 4)]",438.0,-37.8064259,144.9439917,1,10.358,14.0826879
ORDX02284,2018-04-11,11:12:40,Breakfast,BK,"[('Eggs', 8), ('Cereal', 10), ('Pancake', 9), ('Coffee', 10)]",679.25,-37.824005,144.9559912,0,9.353,14.1905805
ORDX10010,2018-02-24,09:41:24,Breakfast,BK,"[('Coffee', 7), ('Cereal', 1), ('Eggs', 1)]",95.5,37.8003874,145.0057105,0,4.806,11.5116727
ORDY11099,2018-07-21,14:35:29,Lunch,tp,"[('Steak', 9), ('Fries', 7), ('Chicken', 7)]",713.0,-37.8122037,144.9745305,0,8.757,13.7826724
ORDB08337,2018-12-17,19:39:43,Dinner,TP,"[('Salmon', 7), ('Pasta', 4), ('Fish&Chips', 2), ('Shrimp', 7)]",845.0,-37.8059635,144.9408821,1,10.368,14.3943656
ORDZ05668,2018-08-28,15:56:37,Lunch,NS,"[('Steak', 9), ('Fries', 4)]",453.0,-37.8127679,144.9485439,0,10.644,15.9260971
ORDY07457,2018-07-03,14:05:04,Lunch,TP,"[('Steak', 5), ('Chicken', 8), ('Burger', 3)]",574.0,-37.8097564,144.9637961,1,8.625,11.9968716
ORDC00950,2018-02-11,09:21:07,Breakfast,NS,"[('Eggs', 4), ('Pancake', 4)]",185.0,-37.814129,144.9713601,0,7.672,14.4906121
ORDJ02656,2018-11-02,18:08:27,Dinner,TP,"[('Eggs', 10), ('Shrimp', 6), ('Salmon', 1)]",715.0,-37.8019358,144.9814442,0,10.282,14.5446746
ORDZ09370,2018-04-05,11:02:32,Breakfast,NS,"[('Coffee', 8), ('Eggs', 3), ('Pancake', 4)]",223.0,-37.8174036,144.9522062,0,9.065,14.1487343
ORDB10535,2018-07-04,14:05:04,Lunch,TP,"[('Fries', 1), ('Salad', 4)]",80.8,-37.7990374,144.9357658,0,7.973,16.3494278
ORDJ09182,2018-05-28,12:54:05,Lunch,TP,"[('Salad', 2), ('Fries', 9), ('Burger', 4), ('Steak', 9)]",671.4,-37.8140509,144.9599803,1,8.361,12.2471249
ORDY05849,2018-04-07,11:12:40,Breakfast,TP,"[('Cereal', 9), ('Eggs', 2), ('Coffee', 1), ('Salad', 8)]",434.5,-37.8154019,145.012625,0,12.08,15.3962208
ORDK01285,2018-06-03,13:04:13,Lunch,BK,"[('Chicken', 8), ('Burger', 5), ('Fries', 5), ('Salad', 6), ('Steak', 4)]",754.2,-37.8168138,144.9701116,0,7.179,15.6752008
ORDA03791,2018-05-15,12:23:39,Lunch,BK,"[('Burger', 5), ('Steak', 9), ('Chicken', 9), ('Fries', 3), ('Salad', 5)]",970.0,-37.821258,145.005661,0,4.704,10.7711453
ORDA02556,2018-02-13,09:21:07,Breakfast,BK,"[('Eggs', 6), ('Pancake', 10), ('Cereal', 1)]",395.5,-37.8024029,144.9269069,0,8.975,16.0387886
ORDX01402,2018-03-24,10:42:15,Breakfast,BK,"[('Coffee', 6), ('Eggs', 6), ('Pancake', 3)]",249.75,-37.8188952,144.981781,0,6.5,13.1997097
ORDJ07906,2018-10-24,17:48:10,Dinner,TP,"[('Salmon', 2), ('Pasta', 2), ('Fish&Chips', 5), ('Shrimp', 9)]",431.8,-37.8205124,144.966366,0,7.433,11.8522715
ORDJ03262,2018-08-10,15:16:03,Lunch,TP,"[('Fries', 1), ('Steak', 2)]",102.0,-37.8049524,144.9724038,0,9.713,13.2913019
ORDC05056,2018-02-11,09:21:07,Breakfast,NS,"[('Pancake', 6), ('Coffee', 2), ('Eggs', 6)]",292.5,-37.8135037,144.968585,0,7.706,15.0790787
ORDX11029,2018-09-03,16:06:45,Dinner,BK,"[('Salmon', 7), ('Shrimp', 6), ('Fish&Chips', 6), ('Pasta', 10)]",1096.0,-37.8148287,144.9356469,0,10.263,16.956541
ORDJ09099,2018-10-23,17:48:10,Breakfast,TP,"[('Pasta', 5), ('Salmon', 7), ('Shrimp', 8), ('Fish&Chips', 8)]",1136.5,-37.8201199,144.9669823,0,7.455,11.5434001
ORDY07385,2018-05-22,12:33:48,Lunch,TP,"[('Salad', 8), ('Steak', 1), ('Chicken', 9), ('Fries', 2), ('Burger', 8)]",742.6,-37.807004,144.9452761,0,10.082,12.960151
ORDC06035,2018-02-07,09:10:59,Breakfast,NS,"[('Cereal', 10), ('Pancake', 7)]",379.75,37.8009174,145.010809,0,9.99,15.0863795
ORDY04458,2018-10-03,17:07:36,Dinner,TP,"[('Pasta', 8), ('Fish&Chips', 1)]",255.0,-37.8086596,144.956616,0,9.059,13.3817283
ORDJ04735,2018-02-27,09:51:32,Breakfast,TP,"[('Cereal', 7), ('Coffee', 10)]",222.0,-37.8107849,144.9773545,0,9.136,11.8684637
ORDI10118,01-12-2018,18:59:09,Dinner,NS,"[('Pasta', 2), ('Fish&Chips', 8), ('Shrimp', 2), ('Salmon', 2)]",525.0,-37.8153099,144.9662898,0,8.09,15.8390584
ORDA00506,2018-10-18,17:38:01,Dinner,bk,"[('Fish&Chips', 4), ('Pasta', 3)]",222.5,-37.8232651,144.9701974,0,7.953,15.2518861
ORDI05959,2018-26-04,11:43:05,Breakfast,NS,"[('Coffee', 5), ('Eggs', 7)]",191.5,-37.8185853,144.9671835,0,8.473,13.8234781
ORDX07570,2018-24-12,19:49:51,Dinner,BK,"[('Salmon', 6), ('Pasta', 5), ('Shrimp', 10), ('Fish&Chips', 2)]",993.5,-37.8216085,144.933785,0,10.787,18.012712
ORDY05796,2018-09-14,16:27:02,Dinner,TP,"[('Shrimp', 5), ('Pasta', 3), ('Fish&Chips', 1)]",387.5,-37.8006201,144.9559921,1,9.698,14.3236016
ORDK05667,2018-03-17,10:21:58,Breakfast,BK,"[('Shrimp', 2), ('Cereal', 1), ('Eggs', 3)]",135.5,-37.8188604,144.9589458,0,8.237,15.4967053
ORDY08374,2018-21-01,08:30:25,Breakfast,TP,"[('Coffee', 5), ('Pancake', 8)]",231.5,-37.8004531,144.9714933,0,10.102,14.7955737
ORDC06134,2018-10-04,17:07:36,Dinner,NS,"[('Shrimp', 9), ('Fish&Chips', 3), ('Salmon', 3), ('Pasta', 4)]",824.0,-37.8082252,144.9398885,0,10.138,15.8052284
ORDY10955,2018-03-17,10:21:58,Breakfast,TP,"[('Cereal', 1), ('Shrimp', 8)]",81.0,-37.8214287,144.9894055,0,9.475,13.7300246
ORDA07181,2018-04-02,11:02:32,Breakfast,BK,"[('Pasta', 10), ('Pancake', 4)]",172.0,-37.8152716,144.9523118,0,8.617,13.4709084
ORDA09079,2018-05-10,12:13:31,Lunch,BK,"[('Chicken', 1), ('Fries', 9)]",140.0,-37.8250262,144.9422508,0,10.012,15.7417169
